"HSS","HSS14X10X.313","HSS14X10X5/16","F","HSS355.6X254X7.9","HSS355.6X254X7.9",72.7,8650,"–","–",356,"–","–","–",254,"–","–","–","–","–","–","–",7.94,7.39,"–","–","–","–","–","–","–","–","–",31.4,"–",45.1,"–",158,1060,890,135,94.5,842,746,105,"–","–","–",186000,"–",1270,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X10X.250","HSS14X10X1/4","F","HSS355.6X254X6.4","HSS355.6X254X6.4",58.7,6970,"–","–",356,"–","–","–",254,"–","–","–","–","–","–","–",6.35,5.92,"–","–","–","–","–","–","–","–","–",39.9,"–",57.1,"–",129,859,726,136,77.4,685,610,105,"–","–","–",151000,"–",1030,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X6X.625","HSS14X6X5/8","F","HSS355.6X152.4X15.9","HSS355.6X152.4X15.9",113,13500,"–","–",356,"–","–","–",152,"–","–","–","–","–","–","–",15.9,14.8,"–","–","–","–","–","–","–","–","–",7.33,"–",21.1,"–",199,1450,1120,121,51.6,793,675,61.7,"–","–","–",139000,"–",1370,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X6X.500","HSS14X6X1/2","F","HSS355.6X152.4X12.7","HSS355.6X152.4X12.7",92.7,11100,"–","–",356,"–","–","–",152,"–","–","–","–","–","–","–",12.7,11.8,"–","–","–","–","–","–","–","–","–",9.90,"–",27.1,"–",167,1210,941,123,43.7,662,575,63.0,"–","–","–",116000,"–",1140,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X6X.375","HSS14X6X3/8","F","HSS355.6X152.4X9.5","HSS355.6X152.4X9.5",71.2,8520,"–","–",356,"–","–","–",152,"–","–","–","–","–","–","–",9.53,8.86,"–","–","–","–","–","–","–","–","–",14.2,"–",37.1,"–",132,939,742,125,35.0,518,459,64.3,"–","–","–",91200,"–",880,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X6X.313","HSS14X6X5/16","F","HSS355.6X152.4X7.9","HSS355.6X152.4X7.9",60.0,7160,"–","–",356,"–","–","–",152,"–","–","–","–","–","–","–",7.94,7.39,"–","–","–","–","–","–","–","–","–",17.6,"–",45.1,"–",113,796,634,125,30.1,441,395,64.8,"–","–","–",77400,"–",746,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X6X.250","HSS14X6X1/4","F","HSS355.6X152.4X6.4","HSS355.6X152.4X6.4",48.6,5780,"–","–",356,"–","–","–",152,"–","–","–","–","–","–","–",6.35,5.92,"–","–","–","–","–","–","–","–","–",22.8,"–",57.1,"–",92.4,649,519,126,24.8,361,326,65.5,"–","–","–",63300,"–",605,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X6X.188","HSS14X6X3/16","F","HSS355.6X152.4X4.8","HSS355.6X152.4X4.8",36.7,4360,"–","–",356,"–","–","–",152,"–","–","–","–","–","–","–",4.76,4.42,"–","–","–","–","–","–","–","–","–",31.5,"–",77.5,"–",70.8,493,398,127,19.1,274,251,66.3,"–","–","–",48300,"–",459,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X4X.625","HSS14X4X5/8","F","HSS355.6X101.6X15.9","HSS355.6X101.6X15.9",101,12100,"–","–",356,"–","–","–",102,"–","–","–","–","–","–","–",15.9,14.8,"–","–","–","–","–","–","–","–","–",3.88,"–",21.1,"–",155,1200,873,114,19.6,467,387,40.4,"–","–","–",61600,"–",862,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X4X.500","HSS14X4X1/2","F","HSS355.6X101.6X12.7","HSS355.6X101.6X12.7",82.6,9870,"–","–",356,"–","–","–",102,"–","–","–","–","–","–","–",12.7,11.8,"–","–","–","–","–","–","–","–","–",5.60,"–",27.1,"–",132,1000,742,116,17.1,395,338,41.7,"–","–","–",52900,"–",723,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X4X.375","HSS14X4X3/8","F","HSS355.6X101.6X9.5","HSS355.6X101.6X9.5",63.6,7610,"–","–",356,"–","–","–",102,"–","–","–","–","–","–","–",9.53,8.86,"–","–","–","–","–","–","–","–","–",8.46,"–",37.1,"–",105,783,590,118,14.0,313,275,42.9,"–","–","–",42500,"–",567,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X4X.313","HSS14X4X5/16","F","HSS355.6X101.6X7.9","HSS355.6X101.6X7.9",53.7,6400,"–","–",356,"–","–","–",102,"–","–","–","–","–","–","–",7.94,7.39,"–","–","–","–","–","–","–","–","–",10.7,"–",45.1,"–",89.9,665,506,119,12.2,269,239,43.7,"–","–","–",36500,"–",483,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X4X.250","HSS14X4X1/4","F","HSS355.6X101.6X6.4","HSS355.6X101.6X6.4",43.5,5180,"–","–",356,"–","–","–",102,"–","–","–","–","–","–","–",6.35,5.92,"–","–","–","–","–","–","–","–","–",14.2,"–",57.1,"–",74.1,544,416,120,10.2,221,200,44.2,"–","–","–",30100,"–",395,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS14X4X.188","HSS14X4X3/16","F","HSS355.6X101.6X4.8","HSS355.6X101.6X4.8",32.9,3910,"–","–",356,"–","–","–",102,"–","–","–","–","–","–","–",4.76,4.42,"–","–","–","–","–","–","–","–","–",20.0,"–",77.5,"–",57.0,415,320,120,7.91,169,155,45.0,"–","–","–",23200,"–",302,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS12X12X.625","HSS12X12X5/8","F","HSS304.8X304.8X15.9","HSS304.8X304.8X15.9",139,16600,"–","–",305,"–","–","–",305,"–","–","–","–","–","–","–",15.9,14.8,"–","–","–","–","–","–","–","–","–",17.7,"–",17.7,"–",228,1790,1500,117,228,1790,1500,117,"–","–","–",368000,"–",2470,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
"HSS","HSS12X12X.500","HSS12X12X1/2","F","HSS304.8X304.8X12.7","HSS304.8X304.8X12.7",113,13500,"–","–",305,"–","–","–",305,"–","–","–","–","–","–","–",12.7,11.8,"–","–","–","–","–","–","–","–","–",22.8,"–",22.8,"–",190,1470,1250,119,190,1470,1250,119,"–","–","–",303000,"–",2020,"–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–","–"
